"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Test Case: NAF-433
    As a user, I want to be able to log out from the app
    Scenario: Logout
    
    Steps:
    1. Open the app
    2. Go to ""My Profile"" button
    3. Click on ""Log out"" button
    4. Verify successful logout
    
    Expected Result: User should be successfully logged out and redirected to the welcome page
    ","36244","test_logout_returns_to_welcome_page","tests","Fri Jul 18 18:41:48 CST 2025","passed","Fri Jul 18 18:42:24 CST 2025","TestLogout","test_2_Authentication_logout","",""
"
Test that an admin user can search program by program's title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Search for the created program by title
6. Verify search results display the correct program
","28951","test_NAF_930_Search_Program","tests","Fri Jul 18 18:17:53 CST 2025","passed","Fri Jul 18 18:18:22 CST 2025","","test_9_Programs_Management","",""
"
Test that an admin user can create and edit programs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Wait for page to load after program creation
6. Edit the created program
7. Verify changes are saved successfully
","22334","test_NAF_980_Edit_Program","tests","Fri Jul 18 18:18:47 CST 2025","passed","Fri Jul 18 18:19:10 CST 2025","","test_9_Programs_Management","",""
"
Test Case 201: Verify the ""Mark as read"" button functionality.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark the first notification as read
5. Verify notification status changes
","5806","test_CMS_201_Mark_First_Notification_As_Read","tests","Fri Jul 18 18:19:15 CST 2025","passed","Fri Jul 18 18:19:21 CST 2025","","test_11_CMS_Notifications","",""
"
Test that an admin user can search videos by video title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Search for the uploaded video by title
6. Verify search results display the correct video
","14556","test_NAF_8_3_0_Search_Videos","tests","Fri Jul 18 18:15:44 CST 2025","passed","Fri Jul 18 18:15:59 CST 2025","","test_8_CMS_Video_Management","",""
"
Test that an admin can view all communities from the CMS.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Postpartum community page
4. Verify visibility of all community groups
5. Check each community individually (Pregnant, Trying to Conceive, Postpartum)
","14597","test_12_1_0_View_All_Communities","tests","Fri Jul 18 18:21:29 CST 2025","passed","Fri Jul 18 18:21:43 CST 2025","","test_12_CMS_Communities","",""
"
    Test Case: NAF-98, NAF-99, NAF-105
    As a user I can enroll/unenroll any of the programs
    Scenario: Start a program
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Click on a program card
    4. If not enrolled, enroll first
    5. Click 'Start Program' button
    6. Verify 'Day 1 complete!' popup is displayed
    7. Click 'Back Home' button
    ","54803","test_NAF_4_5_0_start_a_program","tests","Fri Jul 18 18:31:44 CST 2025","passed","Fri Jul 18 18:32:39 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
    Test Case: NAF-265
    As a user, I want to join a community based on my selected stage during onboarding.
    Scenario: Verify community feed navigation
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Verify community feed is displayed
    4. Verify community feed navigation is working
    ","5377","test_NAF_14_1_0_verify_community_feed_navigation","tests","Fri Jul 18 18:36:25 CST 2025","passed","Fri Jul 18 18:36:31 CST 2025","TestCommunityManagement","test_14_Community","",""
"
Test Case 208: Verify notification status persists after page reload.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark a notification as read/unread
5. Reload the page
6. Verify notification moved to correct tab
7. Verify status persists after reload
","11468","test_CMS_208_Notification_Status_After_Page_Reload","tests","Fri Jul 18 18:20:07 CST 2025","passed","Fri Jul 18 18:20:18 CST 2025","","test_11_CMS_Notifications","",""
"
Test Case 203: Verify that there is at least one unread notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Verify notification columns are visible
7. Verify all required columns are present
","4979","test_CMS_203_Verify_Unread_Notifications_Exist","tests","Fri Jul 18 18:19:26 CST 2025","passed","Fri Jul 18 18:19:31 CST 2025","","test_11_CMS_Notifications","",""
"
Test Case 202: Verify the switching between ""Unread"" and ""Read"" tabs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Switch to Read tab
5. Switch to Unread tab
6. Verify tab switching works correctly
","4773","test_CMS_202_Switch_Between_Tabs","tests","Fri Jul 18 18:19:21 CST 2025","passed","Fri Jul 18 18:19:26 CST 2025","","test_11_CMS_Notifications","",""
"
Test Case 212: Verify ability to close comments view.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Close the comments view using Escape key
8. Verify comments view is closed successfully
","4485","test_CMS_212_Close_Comments_View","tests","Fri Jul 18 18:20:53 CST 2025","passed","Fri Jul 18 18:20:57 CST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-12
    As a user, I want to log in with my email and password
    Scenario: Successful Login
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter valid email and password
    5. Click ""Log in"" button
    6. Verify successful login
    
    Expected Result: User should be successfully logged in and redirected to the main app
    ","25984","test_NAF_2_2_0_login_flow","tests","Fri Jul 18 18:24:36 CST 2025","passed","Fri Jul 18 18:25:02 CST 2025","TestLogin","test_2_Authentication","",""
"
    Test Case: NAF-110
    As a user I should be able to check programs details
    Scenario: Comment under enrolled program
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Click on a program card
    4. If not enrolled, enroll first
    5. Click Day 1 video
    6. Click comments entry
    7. Click write a comment
    8. Enter comment and send
    9. Verify comment is posted
    ","73193","test_NAF_4_8_0_comment_under_enrolled_program","tests","Fri Jul 18 18:32:43 CST 2025","passed","Fri Jul 18 18:33:56 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
Test Case 213: Verify ability to delete notification from 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Delete notification from 3 dots menu
7. Verify notification is deleted successfully
","11080","test_CMS_213_Delete_From_Three_Dots_Menu","tests","Fri Jul 18 18:20:57 CST 2025","passed","Fri Jul 18 18:21:08 CST 2025","","test_11_CMS_Notifications","",""
"
Test that an admin user can delete program using the 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Delete the program using 3 dots menu
6. Verify program is successfully deleted
","25640","test_NAF_960_Delete_Program","tests","Fri Jul 18 18:18:22 CST 2025","passed","Fri Jul 18 18:18:47 CST 2025","","test_9_Programs_Management","",""
"
Test Case 204: Verify the ""Mark as unread"" functionality after marking as read.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Switch to Read tab
5. Mark the first read notification as unread
6. Verify notification has been marked as unread
","8611","test_CMS_204_Mark_Notification_As_Unread","tests","Fri Jul 18 18:19:49 CST 2025","failed","Fri Jul 18 18:19:58 CST 2025","","test_11_CMS_Notifications","",""
"
Test that an admin user can view all programs list.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Verify programs list is displayed
5. Verify all programs are accessible
","4631","test_NAF_920_View_Programs_List","tests","Fri Jul 18 18:17:48 CST 2025","passed","Fri Jul 18 18:17:53 CST 2025","","test_9_Programs_Management","",""
"
    Test Case: NAF-133
    As a user I should be able to make progress in the program by completing each step of it
    Scenario: Mark step as complete
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Click on a program card
    4. If not enrolled, enroll first
    5. Click Day 1 video
    6. Click 'Mark as complete' button
    7. Verify 'Day 1 complete!' popup is displayed
    8. Click 'Back Home' button
    9. Verify progress is not 0%
    ","63182","test_NAF_4_10_0_mark_step_as_complete","tests","Fri Jul 18 18:34:58 CST 2025","passed","Fri Jul 18 18:36:01 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
Test that a user with admin role can successfully log out from the CMS.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Click the logout button
7. Verify that the user is logged out
","6446","test_NAF_7_3_0_Logout_of_AdminPanel","tests","Fri Jul 18 18:14:54 CST 2025","passed","Fri Jul 18 18:15:01 CST 2025","","test_7_CMS_Authentication","",""
"
Test that an admin user can navigate to the Video section of the CMS platform through the sidebar menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section via sidebar menu
4. Verify successful navigation to video section
","4995","test_NAF_8_1_0_Navigate_To_Video_Section","tests","Fri Jul 18 18:15:35 CST 2025","passed","Fri Jul 18 18:15:40 CST 2025","","test_8_CMS_Video_Management","",""
"
Test that an admin user can select a video and update its details.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Select the uploaded video
6. Update video details
7. Verify changes are saved successfully
","16602","test_NAF_8_8_0_Update_Video_Details","tests","Fri Jul 18 18:16:13 CST 2025","passed","Fri Jul 18 18:16:29 CST 2025","","test_8_CMS_Video_Management","",""
"
    Test Case: NAF-37, NAF-39
    As a registered user I can view and update my bio
    Scenario: Update Bio
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Enter bio content
    5. Click on ""Save"" button
    6. Verify bio content is updated
    
    Expected Result: Bio content is updated
    ","28158","test_NAF_3_2_0_update_bio","tests","Fri Jul 18 18:26:40 CST 2025","passed","Fri Jul 18 18:27:08 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
    Test Case: NAF-12
    As a user, I want to log in with my email and password
    Scenario: Logout and Relogin
    
    Steps:
    1. Open the app
    2. Go to ""My Profile"" button
    3. Click on ""Log out"" button
    4. Verify successful logout
    5. Click on ""Log in"" button
    6. Verify successful login
    ","81389","test_logout_and_relogin","tests","Fri Jul 18 18:25:06 CST 2025","passed","Fri Jul 18 18:26:27 CST 2025","TestLogout","test_2_Authentication","",""
"
    Test Case: NAF-15
    As a user, I want to log in with my email and password
    Scenario: Login Unsuccessful due to Non-existent Email
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter non-existent email: test@example.com
    5. Enter password: testpassword
    6. Click ""Log in"" button
    7. Verify error message appears
    
    Expected Result: Error message ""There is no account associated with this email. Please sign up."" should be displayed
    ","14529","test_NAF_2_2_0_login_with_wrong_email","tests","Fri Jul 18 18:24:00 CST 2025","passed","Fri Jul 18 18:24:14 CST 2025","TestLogin","test_2_Authentication","",""
"
Test Case 211: Verify ability to reply to program step thread from notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Reply to the program step thread
8. Verify reply functionality works correctly
","15392","test_CMS_211_Reply_To_Program_Step_Thread","tests","Fri Jul 18 18:20:37 CST 2025","passed","Fri Jul 18 18:20:53 CST 2025","","test_11_CMS_Notifications","",""
"
Test Case 207: Verify marking a single notification as read and unread.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark a single notification as read
5. Mark the same notification as unread
6. Verify status changes correctly
","5592","test_CMS_207_Mark_Single_Notification_As_Read_Unread","tests","Fri Jul 18 18:20:01 CST 2025","passed","Fri Jul 18 18:20:07 CST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-268
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify post fields after sending
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Click ""NEW POST"" button
    4. Verify post input field is present and editable
    5. Enter text content
    6. Click ""Post"" button
    7. Verify post fields are cleared after sending
    
    Expected Result: Post input field should be present, editable, and cleared after posting
    ","13328","test_NAF_14_2_0_verify_post_fields_after_sending","tests","Fri Jul 18 18:37:18 CST 2025","passed","Fri Jul 18 18:37:31 CST 2025","TestCommunityManagement","test_14_Community","",""
"
Test that a user with admin role can access the profile page and edit profile information.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Click the profile button
7. Verify that the user is on the profile page
8. Click the edit profile button
9. Enter the new profile information
10. Click the save button
11. Verify that the profile information is updated
","23311","test_NAF_7_4_0_Edit_Profile","tests","Fri Jul 18 18:15:01 CST 2025","passed","Fri Jul 18 18:15:24 CST 2025","","test_7_CMS_Authentication","",""
"
    Test Case: NAF-269
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify viewing comments on a post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Click on a comment button for any post
    4. Verify comment section opens
    5. Add a comment
    6. Verify comment is posted successfully
    
    Expected Result: User should be able to view and add comments to posts
    ","13069","test_NAF_14_2_0_verify_viewing_comments_on_post","tests","Fri Jul 18 18:38:33 CST 2025","passed","Fri Jul 18 18:38:46 CST 2025","TestCommunityManagement","test_14_Community","",""
"
    Test Case: NAF-433
    As a user, I want to be able to log out from the app
    Scenario: Logout and Relogin
    
    Steps:
    1. Open the app
    2. Go to ""My Profile"" button
    3. Click on ""Log out"" button
    4. Verify successful logout
    5. Click on ""Log in"" button
    6. Verify successful login
    
    Expected Result: User should be successfully logged in and redirected to the main app
    ","81149","test_logout_and_relogin","tests","Fri Jul 18 18:40:23 CST 2025","passed","Fri Jul 18 18:41:44 CST 2025","TestLogout","test_2_Authentication_logout","",""
"
Test that an admin can delete and edit own posts, replies and posts/replies created by others.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Postpartum community page
4. Create a new post with image
5. Publish the post and verify creation
6. Edit the post with new content
7. Add a comment to the post
8. Delete the comment
9. Delete the post
","36047","test_12_4_0_delete_edit_own_and_others_post","tests","Fri Jul 18 18:22:30 CST 2025","passed","Fri Jul 18 18:23:06 CST 2025","","test_12_CMS_Communities","",""
"
Test that a user with admin role can login to the content management platform 
using the same credentials as for the mobile app.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
","5927","test_NAF_7_2_0_Login_As_Admin","tests","Fri Jul 18 18:14:48 CST 2025","passed","Fri Jul 18 18:14:54 CST 2025","","test_7_CMS_Authentication","",""
"
Test that an admin user can upload a new video to the platform with unpublished status.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Verify video is uploaded with unpublished status
6. Verify video appears in the videos list
","13751","test_NAF_8_7_0_Upload_Video_With_Unpublished_Status","tests","Fri Jul 18 18:15:59 CST 2025","passed","Fri Jul 18 18:16:13 CST 2025","","test_8_CMS_Video_Management","",""
"
Test that an admin user can delete a video using the 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Delete the video using 3 dots menu
6. Verify video is successfully deleted
","22456","test_NAF_8_10_0_Delete_Video","tests","Fri Jul 18 18:16:51 CST 2025","passed","Fri Jul 18 18:17:13 CST 2025","","test_8_CMS_Video_Management","",""
"
    Test Case: NAF-40
    As a registered user I can view and update profile image
    Scenario: Edit Profile Picture
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Click on ""Take a picture"" button
    5. Select a photo from the device
    ","32251","test_NAF_3_3_0_edit_profile_picture","tests","Fri Jul 18 18:27:12 CST 2025","passed","Fri Jul 18 18:27:45 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
    Test Case: NAF-42
    As a registered user I can add my kids info in my profile page
    Scenario: Add Kids
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Add a child"" button
    4. Enter child's name
    5. Enter child's age
    6. Click on ""Save"" button
    7. Verify child's info is added
    ","36204","test_NAF_3_5_0_add_kids","tests","Fri Jul 18 18:28:58 CST 2025","passed","Fri Jul 18 18:29:34 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
Test that an admin can make posts in the communities and posts should be shown to end users in ""All"" and ""Admin"" tabs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Community page
4. Create a post with image and publish it
5. Verify the post is created and displayed
6. Create another post and save as draft
","46560","test_12_2_0_Create_Post_In_Community","tests","Fri Jul 18 18:21:43 CST 2025","passed","Fri Jul 18 18:22:30 CST 2025","","test_12_CMS_Communities","",""
"
    Test Case: NAF-272
    As a user, I want to interact with post: ""Like"" post, leave comments
    Scenario: Verify adding a comment to a post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Find a post with comments
    4. Click on comment button
    5. Add a new comment
    6. Verify comment is added successfully
    
    Expected Result: User should be able to add comments to posts
    ","12445","test_NAF_14_4_0_verify_adding_comment_to_post","tests","Fri Jul 18 18:39:00 CST 2025","passed","Fri Jul 18 18:39:12 CST 2025","TestCommunityManagement","test_14_Community","",""
"
Test Case 210: Verify ability to reply to a comment from notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Reply to the selected comment
8. Verify reply functionality works correctly
","14848","test_CMS_210_Reply_To_Comment","tests","Fri Jul 18 18:20:22 CST 2025","passed","Fri Jul 18 18:20:37 CST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-73 - NAF 81, random stage change
    As a registered user I can edit my current stage
    Scenario: Change Stage
    
    Steps:
    1. Open the app, assume the user is logged in   
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Click on ""Stage"" button
    5. Click on ""Change"" button
    6. Verify stage is changed
    ","36720","test_NAF_3_7_0_change_stage","tests","Fri Jul 18 18:29:38 CST 2025","passed","Fri Jul 18 18:30:15 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
    Test Case: NAF-93, NAF-96, NAF-97
    As a user on the home page I should be able to see the list of recommended programs
    Scenario: View list of recommended programs
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Verify the list of recommended programs is displayed
    4. Click on a program card
    5. Verify program detail page is displayed
    6. Verify program card information is displayed
    7. Verify program detail page is displayed
    ","15441","test_NAF_4_3_0_view_recommended_programs","tests","Fri Jul 18 18:31:24 CST 2025","passed","Fri Jul 18 18:31:40 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
    Test Case: NAF-55
    As a registered user I can view and update my profile settings
    Scenario: Modify Name
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Enter name
    5. Click on ""Save"" button
    ","30355","test_NAF_3_4_0_modify_name","tests","Fri Jul 18 18:27:49 CST 2025","passed","Fri Jul 18 18:28:19 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
Test that an admin user can pin and unpin selected posts.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Postpartum community page
4. Create a new post with image
5. Publish the post and verify creation
6. Pin the post
7. Unpin the post
8. Verify pin/unpin functionality works correctly
","44094","test_12_6_0_pin_unpin_community_post","tests","Fri Jul 18 18:23:06 CST 2025","passed","Fri Jul 18 18:23:50 CST 2025","","test_12_CMS_Communities","",""
"
    Test Case: NAF-266
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify creating a text-only post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Click ""NEW POST"" button
    4. Enter text content
    5. Click ""Post"" button
    6. Verify post is created successfully
    
    Expected Result: Text-only post should be created and visible in the community feed
    ","15364","test_NAF_14_2_0_create_text_only_post","tests","Fri Jul 18 18:36:46 CST 2025","passed","Fri Jul 18 18:37:01 CST 2025","TestCommunityManagement","test_14_Community","",""
