"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test that an admin user can search videos by video title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Search for the uploaded video by title
6. Verify search results display the correct video
","11291","test_NAF_8_3_0_Search_Videos","tests","Fri Jul 25 19:50:06 CST 2025","passed","Fri Jul 25 19:50:17 CST 2025","","test_8_CMS_Video_Management","",""
"
    Test Case: NAF-268
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify post fields after sending
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Click ""NEW POST"" button
    4. Verify post input field is present and editable
    5. Enter text content
    6. Click ""Post"" button
    7. Verify post fields are cleared after sending
    
    Expected Result: Post input field should be present, editable, and cleared after posting
    ","13003","test_NAF_14_2_0_verify_post_fields_after_sending","tests.android","Fri Jul 25 21:15:49 CST 2025","passed","Fri Jul 25 21:16:02 CST 2025","TestCommunityManagement","test_14_Community","",""
"
    Test Case: NAF-42
    As a registered user I can add my kids info in my profile page
    Scenario: Add Kids
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Add a child"" button
    4. Enter child's name
    5. Enter child's age
    6. Click on ""Save"" button
    7. Verify child's info is added
    ","35091","test_NAF_3_5_0_add_kids","tests.android","Fri Jul 25 21:00:33 CST 2025","passed","Fri Jul 25 21:01:08 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
    Test Case: NAF-60
    As a registered user I can view and update my profile settings
    Scenario: Modify Mobile
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Enter mobile number
    5. Click on ""Save"" button   
    ","28702","test_NAF_3_4_0_modify_mobile","tests.android","Fri Jul 25 20:57:14 CST 2025","passed","Fri Jul 25 20:57:42 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
Test that a user with admin role can access the profile page and edit profile information.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Click the profile button
7. Verify that the user is on the profile page
8. Click the edit profile button
9. Enter the new profile information
10. Click the save button
11. Verify that the profile information is updated
","21877","test_NAF_7_4_0_Edit_Profile","tests","Fri Jul 25 19:48:43 CST 2025","passed","Fri Jul 25 19:49:04 CST 2025","","test_7_CMS_Authentication","",""
"
    Test Case: NAF-15
    As a user, I want to log in with my email and password
    Scenario: Login Unsuccessful due to Non-existent Email
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter non-existent email: test@example.com
    5. Enter password: testpassword
    6. Click ""Log in"" button    
    7. Verify error message appears
    
    Expected Result: Error message ""There is no account associated with this email. Please sign up."" should be displayed
    ","23631","test_NAF_2_2_0_login_with_wrong_email","tests.android","Fri Jul 25 20:50:34 CST 2025","passed","Fri Jul 25 20:50:58 CST 2025","TestAuthentication","test_2_Authentication","",""
"
Test Case 211: Verify ability to reply to program step thread from notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Reply to the program step thread
8. Verify reply functionality works correctly
","15064","test_CMS_211_Reply_To_Program_Step_Thread","tests","Fri Jul 25 19:54:22 CST 2025","passed","Fri Jul 25 19:54:37 CST 2025","","test_11_CMS_Notifications","",""
"
Test Case 203: Verify that there is at least one unread notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Verify notification columns are visible
7. Verify all required columns are present
","3729","test_CMS_203_Verify_Unread_Notifications_Exist","tests","Fri Jul 25 19:53:31 CST 2025","passed","Fri Jul 25 19:53:35 CST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-93, NAF-96, NAF-97
    As a user on the home page I should be able to see the list of recommended programs
    Scenario: View list of recommended programs
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Verify the list of recommended programs is displayed
    4. Click on a program card
    5. Verify program detail page is displayed
    6. Verify program card information is displayed
    7. Verify program detail page is displayed
    ","22358","test_NAF_4_3_0_view_recommended_programs","tests.android","Fri Jul 25 21:07:27 CST 2025","passed","Fri Jul 25 21:07:49 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
Test that an admin user can search program by program's title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Search for the created program by title
6. Verify search results display the correct program
","26212","test_NAF_930_Search_Program","tests","Fri Jul 25 19:52:04 CST 2025","passed","Fri Jul 25 19:52:30 CST 2025","","test_9_Programs_Management","",""
"
    Test Case: NAF-12
    As a user, I want to log in with my email and password
    Scenario: Successful Login
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter valid email and password
    5. Click ""Log in"" button
    6. Verify successful login
    
    Expected Result: User should be successfully logged in and redirected to the main app
    ","27636","test_NAF_2_2_0_successful_login","tests.android","Fri Jul 25 20:51:51 CST 2025","passed","Fri Jul 25 20:52:18 CST 2025","TestAuthentication","test_2_Authentication","",""
"
Test that an admin user can delete program using the 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Delete the program using 3 dots menu
6. Verify program is successfully deleted
","25479","test_NAF_960_Delete_Program","tests","Fri Jul 25 19:52:30 CST 2025","passed","Fri Jul 25 19:52:55 CST 2025","","test_9_Programs_Management","",""
"
    Test Case: NAF-19
    As a user, I want to stay logged in for as long as possible, so that I don't have to log in frequently
    Scenario: Stay Logged In (Quick Test - 30 seconds)
    
    Steps:
    1. Open the app, user is already logged in
    2. Close the app, wait for 30 seconds
    3. Open the app, User is still logged in and is redirected to the Home page
    ","50369","test_NAF_2_4_0_stay_logged_in_quick","tests.android","Fri Jul 25 20:52:22 CST 2025","passed","Fri Jul 25 20:53:13 CST 2025","TestAuthentication","test_2_Authentication","",""
"
Test that an admin user can upload a new video to the platform with unpublished status.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Verify video is uploaded with unpublished status
6. Verify video appears in the videos list
","13404","test_NAF_8_7_0_Upload_Video_With_Unpublished_Status","tests","Fri Jul 25 19:50:17 CST 2025","passed","Fri Jul 25 19:50:31 CST 2025","","test_8_CMS_Video_Management","",""
"
    Test Case: NAF-55
    As a registered user I can view and update my profile settings
    Scenario: Modify Name
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Enter name
    5. Click on ""Save"" button
    ","31905","test_NAF_3_4_0_modify_name","tests.android","Fri Jul 25 20:56:36 CST 2025","passed","Fri Jul 25 20:57:07 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
Test that an admin user can pin and unpin selected posts.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Postpartum community page
4. Create a new post with image
5. Publish the post and verify creation
6. Pin the post
7. Unpin the post
8. Verify pin/unpin functionality works correctly
","38367","test_12_6_0_pin_unpin_community_post","tests","Fri Jul 25 19:56:35 CST 2025","passed","Fri Jul 25 19:57:13 CST 2025","","test_12_CMS_Communities","",""
"
Test that an admin user can create and edit programs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Wait for page to load after program creation
6. Edit the created program
7. Verify changes are saved successfully
","20640","test_NAF_980_Edit_Program","tests","Fri Jul 25 19:52:55 CST 2025","passed","Fri Jul 25 19:53:16 CST 2025","","test_9_Programs_Management","",""
"
Test that a user with admin role can successfully log out from the CMS.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Click the logout button
7. Verify that the user is logged out
","6044","test_NAF_7_3_0_Logout_of_AdminPanel","tests","Fri Jul 25 19:48:37 CST 2025","passed","Fri Jul 25 19:48:43 CST 2025","","test_7_CMS_Authentication","",""
"
Test that a user with admin role has access to the whole list of mobile users, 
where admins are identified by ""admin"" role.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Edit user role
7. Verify that the user role is updated
","13676","test_NAF_7_6_0_Edit_User_Role","tests","Fri Jul 25 19:49:04 CST 2025","passed","Fri Jul 25 19:49:18 CST 2025","","test_7_CMS_Authentication","",""
"
    Test Case: NAF-266
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify creating a text-only post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Click ""NEW POST"" button
    4. Enter text content
    5. Click ""Post"" button
    6. Verify post is created successfully
    
    Expected Result: Text-only post should be created and visible in the community feed
    ","37725","test_NAF_14_2_0_create_text_only_post","tests.android","Fri Jul 25 21:14:51 CST 2025","failed","Fri Jul 25 21:15:29 CST 2025","TestCommunityManagement","test_14_Community","",""
"
    Test Case: NAF-433
    As a user, I want to be able to log out from the app
    Scenario: Logout
    
    Steps:
    1. Open the app
    2. Go to ""My Profile"" button
    3. Click on ""Log out"" button
    4. Verify successful logout
    
    Expected Result: User should be successfully logged out and redirected to the welcome page
    ","30552","test_logout_returns_to_welcome_page","tests.android","Fri Jul 25 21:19:47 CST 2025","passed","Fri Jul 25 21:20:18 CST 2025","TestLogout","test_2_Authentication_logout","",""
"
Test Case 204: Verify the ""Mark as unread"" functionality after marking as read.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Switch to Read tab
5. Mark the first read notification as unread
6. Verify notification has been marked as unread
","8800","test_CMS_204_Mark_Notification_As_Unread","tests","Fri Jul 25 19:53:35 CST 2025","passed","Fri Jul 25 19:53:43 CST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-133
    As a user I should be able to make progress in the program by completing each step of it
    Scenario: Mark step as complete
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Click on a program card
    4. If not enrolled, enroll first
    5. Click Day 1 video
    6. Click 'Mark as complete' button
    7. Verify 'Day 1 complete!' popup is displayed
    8. Click 'Back Home' button
    9. Verify progress is not 0%
    ","61190","test_NAF_4_10_0_mark_step_as_complete","tests.android","Fri Jul 25 21:11:08 CST 2025","passed","Fri Jul 25 21:12:09 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
Test that an admin user can upload a video thumbnail.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Upload/Change thumbnail for the video
6. Verify thumbnail is successfully uploaded
","28547","test_NAF_8_12_0_Upload_Thumbnail","tests","Fri Jul 25 19:51:28 CST 2025","passed","Fri Jul 25 19:51:57 CST 2025","","test_8_CMS_Video_Management","",""
"
    Test Case: NAF-16
    As a user I want to reset my password if I forget it
    Scenario: Successful Password Reset Request
    
    Steps:
    1. Open the app, Go to the Login page
    2. Click the 'forgot password?' link
    3. Enter a valid registered email
    4. Click 'Submit' button
    ","17456","test_NAF_2_3_0_successful_password_reset_request","tests.android","Fri Jul 25 20:51:29 CST 2025","passed","Fri Jul 25 20:51:47 CST 2025","TestAuthentication","test_2_Authentication","",""
"
    Test Case: NAF-62, NAF-63
    As a registered user I can view and update my profile settings
    Scenario: Change Password
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Click on ""Change Password"" button
    6. Enter new password
    7. Enter confirm password
    8. Click on ""Save"" button
    9. Verify password is changed
    ","32188","test_NAF_3_4_0_change_password","tests.android","Fri Jul 25 20:57:48 CST 2025","passed","Fri Jul 25 20:58:20 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
Test Case 210: Verify ability to reply to a comment from notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Reply to the selected comment
8. Verify reply functionality works correctly
","15153","test_CMS_210_Reply_To_Comment","tests","Fri Jul 25 19:54:07 CST 2025","passed","Fri Jul 25 19:54:22 CST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-37, NAF-39
    As a registered user I can view and update my bio
    Scenario: Update Bio
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Enter bio content
    5. Click on ""Save"" button
    6. Verify bio content is updated
    
    Expected Result: Bio content is updated
    ","22859","test_NAF_3_2_0_update_bio","tests.android","Fri Jul 25 20:55:35 CST 2025","broken","Fri Jul 25 20:55:57 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
Test that an admin user can navigate to the Video section of the CMS platform through the sidebar menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section via sidebar menu
4. Verify successful navigation to video section
","3596","test_NAF_8_1_0_Navigate_To_Video_Section","tests","Fri Jul 25 19:49:18 CST 2025","passed","Fri Jul 25 19:49:22 CST 2025","","test_8_CMS_Video_Management","",""
"
    Test Case: NAF-269
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify viewing comments on a post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Click on a comment button for any post
    4. Verify comment section opens
    5. Add a comment
    6. Verify comment is posted successfully
    
    Expected Result: User should be able to view and add comments to posts
    ","25591","test_NAF_14_2_0_verify_viewing_comments_on_post","tests.android","Fri Jul 25 21:16:47 CST 2025","passed","Fri Jul 25 21:17:12 CST 2025","TestCommunityManagement","test_14_Community","",""
"
    Test Case: NAF-40
    As a registered user I can view and update profile image
    Scenario: Edit Profile Picture
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Click on ""Take a picture"" button (might not stable on simulator)
    5. Select a photo from the device
    
    Note: This test is skipped because camera functionality is not supported in the current simulator
    ","0","test_NAF_3_3_0_edit_profile_picture","tests.android","Fri Jul 25 20:55:57 CST 2025","skipped","Fri Jul 25 20:55:57 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
Test that an admin user can publish a video and verify it remains published after logout/login.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Publish the video
6. Logout and login again
7. Verify video is still published
","18642","test_NAF_8_9_0_Publish_Video","tests","Fri Jul 25 19:50:47 CST 2025","passed","Fri Jul 25 19:51:06 CST 2025","","test_8_CMS_Video_Management","",""
"
Test Case 209: Verify ability to access comment from notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Verify user is redirected to Comments view
8. Verify comment view access is successful
","3496","test_CMS_209_Access_Comment_From_Notification","tests","Fri Jul 25 19:54:04 CST 2025","passed","Fri Jul 25 19:54:07 CST 2025","","test_11_CMS_Notifications","",""
"
Test that an admin can make posts in the communities and posts should be shown to end users in ""All"" and ""Admin"" tabs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Community page
4. Create a post with image and publish it
5. Verify the post is created and displayed
6. Create another post and save as draft
","44164","test_12_2_0_Create_Post_In_Community","tests","Fri Jul 25 19:55:15 CST 2025","passed","Fri Jul 25 19:56:00 CST 2025","","test_12_CMS_Communities","",""
"
    Test Case: NAF-98, NAF-99, NAF-105
    As a user I can enroll/unenroll any of the programs
    Scenario: Start a program
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Click on a program card
    4. If not enrolled, enroll first
    5. Click 'Start Program' button
    6. Verify 'Day 1 complete!' popup is displayed
    7. Click 'Back Home' button
    ","79975","test_NAF_4_5_0_start_a_program","tests.android","Fri Jul 25 21:07:53 CST 2025","passed","Fri Jul 25 21:09:12 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
    Test Case: NAF-433
    As a user, I want to be able to log out from the app
    Scenario: Logout and Relogin
    
    Steps:
    1. Open the app
    2. Go to ""My Profile"" button
    3. Click on ""Log out"" button
    4. Verify successful logout
    5. Click on ""Log in"" button
    6. Verify successful login
    
    Expected Result: User should be successfully logged in and redirected to the main app
    ","67192","test_logout_and_relogin","tests.android","Fri Jul 25 21:18:36 CST 2025","passed","Fri Jul 25 21:19:43 CST 2025","TestLogout","test_2_Authentication_logout","",""
"
    Test Case: NAF-110
    As a user I should be able to check programs details
    Scenario: Comment under enrolled program
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Click on a program card
    4. If not enrolled, enroll first
    5. Click Day 1 video
    6. Click comments entry
    7. Click write a comment
    8. Enter comment and send
    9. Verify comment is posted
    ","109731","test_NAF_4_8_0_comment_under_enrolled_program","tests.android","Fri Jul 25 21:09:15 CST 2025","passed","Fri Jul 25 21:11:05 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
Test that an admin user can delete a video using the 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Delete the video using 3 dots menu
6. Verify video is successfully deleted
","22158","test_NAF_8_10_0_Delete_Video","tests","Fri Jul 25 19:51:06 CST 2025","passed","Fri Jul 25 19:51:28 CST 2025","","test_8_CMS_Video_Management","",""
"
Test Case 212: Verify ability to close comments view.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Close the comments view using Escape key
8. Verify comments view is closed successfully
","4622","test_CMS_212_Close_Comments_View","tests","Fri Jul 25 19:54:37 CST 2025","passed","Fri Jul 25 19:54:42 CST 2025","","test_11_CMS_Notifications","",""
"
Test that an admin can view all communities from the CMS.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Postpartum community page
4. Verify visibility of all community groups
5. Check each community individually (Pregnant, Trying to Conceive, Postpartum)
","14292","test_12_1_0_View_All_Communities","tests","Fri Jul 25 19:55:01 CST 2025","passed","Fri Jul 25 19:55:15 CST 2025","","test_12_CMS_Communities","",""
"
    Test Case: NAF-271
    As a user, I want to interact with post: ""Like"" post, leave comments
    Scenario: Verify liking a post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Find the first like button
    4. Record current like count
    5. Click like button
    6. Verify like count changes as expected
    
    Expected Result: User should be able to like posts and see like count change
    ","9652","test_NAF_14_4_0_verify_liking_post","tests.android","Fri Jul 25 21:18:15 CST 2025","passed","Fri Jul 25 21:18:25 CST 2025","TestCommunityManagement","test_14_Community","",""
"
Test that a user with admin role can login to the content management platform 
using the same credentials as for the mobile app.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
","4205","test_NAF_7_2_0_Login_As_Admin","tests","Fri Jul 25 19:48:32 CST 2025","passed","Fri Jul 25 19:48:37 CST 2025","","test_7_CMS_Authentication","",""
"
    Test Case: NAF-47
    As a registered user I can add my kids info in my profile page
    Scenario: Delete Kids
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Add a child"" button
    4. Enter child's name
    5. Enter child's age
    6. Click on ""Save"" button
    7. Verify child's info is added
    8. Click on ""Edit"" button
    9. Click on ""Delete"" button
    10. Verify child's info is deleted
    ","49550","test_NAF_3_5_0_delete_kids","tests.android","Fri Jul 25 21:01:14 CST 2025","passed","Fri Jul 25 21:02:03 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
Test Case 202: Verify the switching between ""Unread"" and ""Read"" tabs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Switch to Read tab
5. Switch to Unread tab
6. Verify tab switching works correctly
","4623","test_CMS_202_Switch_Between_Tabs","tests","Fri Jul 25 19:53:26 CST 2025","passed","Fri Jul 25 19:53:31 CST 2025","","test_11_CMS_Notifications","",""
"
Test that an admin user can view all videos uploaded to the CMS platform.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Verify all video columns are displayed correctly
5. Verify videos list is accessible
","3984","test_NAF_8_2_0_View_All_Videos_Uploaded","tests","Fri Jul 25 19:49:22 CST 2025","passed","Fri Jul 25 19:49:26 CST 2025","","test_8_CMS_Video_Management","",""
"
Test Case 199: Verify the notifications page loads correctly.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Verify tabs are displayed correctly
5. Verify table headers are present
6. Verify notification rows are loaded
","4694","test_CMS_199_Verify_Notifications_Page","tests","Fri Jul 25 19:53:16 CST 2025","passed","Fri Jul 25 19:53:21 CST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-91
    As a user during onboarding, I should be able to start one of the recommended programs right from the onboarding
    Scenario: Valid program selection and start
    Steps:
    1. Open the app, assume the user is logged in
    2. Click on first recommended program
    3. Verify 'Start Program' button is displayed
    4. Click on 'Start Program' button
    5. Finish first day of the program
    ","66638","test_NAF_4_2_0_valid_program_selection_and_start","tests.android","Fri Jul 25 21:06:17 CST 2025","passed","Fri Jul 25 21:07:24 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
Test that an admin can delete and edit own posts, replies and posts/replies created by others.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Postpartum community page
4. Create a new post with image
5. Publish the post and verify creation
6. Edit the post with new content
7. Add a comment to the post
8. Delete the comment
9. Delete the post
","35290","test_12_4_0_delete_edit_own_and_others_post","tests","Fri Jul 25 19:56:00 CST 2025","passed","Fri Jul 25 19:56:35 CST 2025","","test_12_CMS_Communities","",""
"
Test Case 205: Verify that marking multiple notifications as read works correctly.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark multiple notifications as read (up to 3)
5. Verify each notification is marked as read
","3573","test_CMS_205_Mark_Multiple_Notifications_As_Read","tests","Fri Jul 25 19:53:43 CST 2025","passed","Fri Jul 25 19:53:47 CST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-432
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify edit post after sending
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Find first post with three dots (more options)
    4. Click three dots and check for Edit option
    5. If Edit option exists, click Edit
    6. Update post text to ""Test edit post""
    7. Click Post button
    8. Verify updated post is visible in feed
    
    Expected Result: Post should be editable if edit functionality is implemented
    ","0","test_NAF_14_2_0_verify_edit_post_after_sending","tests.android","Fri Jul 25 21:16:23 CST 2025","passed","Fri Jul 25 21:16:23 CST 2025","TestCommunityManagement","test_14_Community","",""
"
    Test Case: NAF-63
    As a registered user I can view and update my profile settings
    Scenario: Change Password, Fail with Old Password and Success with New Password
    
    Steps:
    1. Open the app, the user is logged in
    2. Log out
    3. Login with old password, should fail
    4. Login with new password, should success
    5. reset the password with default old one
    ","120825","test_NAF_3_4_0_change_password_wrong_old_password","tests.android","Fri Jul 25 20:58:26 CST 2025","passed","Fri Jul 25 21:00:27 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
