"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test that an admin user can view all videos uploaded to the CMS platform.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Verify all video columns are displayed correctly
5. Verify videos list is accessible
","4190","test_NAF_8_2_0_View_All_Videos_Uploaded","tests","Fri Jul 25 11:52:35 CST 2025","passed","Fri Jul 25 11:52:39 CST 2025","","test_8_CMS_Video_Management","",""
"
    Test Case: NAF-62, NAF-63
    As a registered user I can view and update my profile settings
    Scenario: Change Password
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Click on ""Change Password"" button
    6. Enter new password
    7. Enter confirm password
    8. Click on ""Save"" button
    9. Verify password is changed
    ","26185","test_NAF_3_4_0_change_password","tests.android","Fri Jul 25 12:02:07 CST 2025","passed","Fri Jul 25 12:02:33 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
Test that an admin user can delete program using the 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Delete the program using 3 dots menu
6. Verify program is successfully deleted
","24837","test_NAF_960_Delete_Program","tests","Fri Jul 25 11:55:12 CST 2025","passed","Fri Jul 25 11:55:37 CST 2025","","test_9_Programs_Management","",""
"
    Test Case: NAF-98, NAF-99, NAF-105
    As a user I can enroll/unenroll any of the programs
    Scenario: Start a program
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Click on a program card
    4. If not enrolled, enroll first
    5. Click 'Start Program' button
    6. Verify 'Day 1 complete!' popup is displayed
    7. Click 'Back Home' button
    ","45880","test_NAF_4_5_0_start_a_program","tests.android","Fri Jul 25 12:07:54 CST 2025","passed","Fri Jul 25 12:08:39 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
Test that an admin user can view all programs list.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Verify programs list is displayed
5. Verify all programs are accessible
","3991","test_NAF_920_View_Programs_List","tests","Fri Jul 25 11:54:42 CST 2025","passed","Fri Jul 25 11:54:46 CST 2025","","test_9_Programs_Management","",""
"
Test Case 202: Verify the switching between ""Unread"" and ""Read"" tabs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Switch to Read tab
5. Switch to Unread tab
6. Verify tab switching works correctly
","4339","test_CMS_202_Switch_Between_Tabs","tests","Fri Jul 25 11:56:11 CST 2025","passed","Fri Jul 25 11:56:15 CST 2025","","test_11_CMS_Notifications","",""
"
Test that an admin user can search videos by video title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Search for the uploaded video by title
6. Verify search results display the correct video
","13207","test_NAF_8_3_0_Search_Videos","tests","Fri Jul 25 11:52:39 CST 2025","passed","Fri Jul 25 11:52:52 CST 2025","","test_8_CMS_Video_Management","",""
"
Test Case 199: Verify the notifications page loads correctly.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Verify tabs are displayed correctly
5. Verify table headers are present
6. Verify notification rows are loaded
","5262","test_CMS_199_Verify_Notifications_Page","tests","Fri Jul 25 11:56:00 CST 2025","passed","Fri Jul 25 11:56:05 CST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-432
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify edit post after sending
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Find first post with three dots (more options)
    4. Click three dots and check for Edit option
    5. If Edit option exists, click Edit
    6. Update post text to ""Test edit post""
    7. Click Post button
    8. Verify updated post is visible in feed
    
    Expected Result: Post should be editable if edit functionality is implemented
    ","1","test_NAF_14_2_0_verify_edit_post_after_sending","tests.android","Fri Jul 25 12:12:09 CST 2025","passed","Fri Jul 25 12:12:09 CST 2025","TestCommunityManagement","test_14_Community","",""
"
Test that an admin user can upload a new video to the platform with unpublished status.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Verify video is uploaded with unpublished status
6. Verify video appears in the videos list
","14128","test_NAF_8_7_0_Upload_Video_With_Unpublished_Status","tests","Fri Jul 25 11:52:52 CST 2025","passed","Fri Jul 25 11:53:06 CST 2025","","test_8_CMS_Video_Management","",""
"
Test Case 203: Verify that there is at least one unread notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Verify notification columns are visible
7. Verify all required columns are present
","4488","test_CMS_203_Verify_Unread_Notifications_Exist","tests","Fri Jul 25 11:56:15 CST 2025","passed","Fri Jul 25 11:56:20 CST 2025","","test_11_CMS_Notifications","",""
"
Test that a user with admin role has access to the whole list of mobile users, 
where admins are identified by ""admin"" role.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Edit user role
7. Verify that the user role is updated
","9473","test_NAF_7_6_0_Edit_User_Role","tests","Fri Jul 25 11:52:21 CST 2025","passed","Fri Jul 25 11:52:30 CST 2025","","test_7_CMS_Authentication","",""
"
    Test Case: NAF-110
    As a user I should be able to check programs details
    Scenario: Comment under enrolled program
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Click on a program card
    4. If not enrolled, enroll first
    5. Click Day 1 video
    6. Click comments entry
    7. Click write a comment
    8. Enter comment and send
    9. Verify comment is posted
    ","79488","test_NAF_4_8_0_comment_under_enrolled_program","tests.android","Fri Jul 25 12:08:42 CST 2025","passed","Fri Jul 25 12:10:02 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
Test that an admin user can create and edit programs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Wait for page to load after program creation
6. Edit the created program
7. Verify changes are saved successfully
","23135","test_NAF_980_Edit_Program","tests","Fri Jul 25 11:55:37 CST 2025","passed","Fri Jul 25 11:56:00 CST 2025","","test_9_Programs_Management","",""
"
    Test Case: NAF-266
    As a user I want to create text or text + image posts to share with the community
    Scenario: Verify creating a text-only post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Click ""NEW POST"" button
    4. Enter text content
    5. Click ""Post"" button
    6. Verify post is created successfully
    
    Expected Result: Text-only post should be created and visible in the community feed
    ","9491","test_NAF_14_2_0_create_text_only_post","tests.android","Fri Jul 25 12:11:18 CST 2025","passed","Fri Jul 25 12:11:27 CST 2025","TestCommunityManagement","test_14_Community","",""
"
    Test Case: NAF-16
    As a user I want to reset my password if I forget it
    Scenario: Successful Password Reset Request
    
    Steps:
    1. Open the app, Go to the Login page
    2. Click the 'forgot password?' link
    3. Enter a valid registered email
    4. Click 'Submit' button
    ","16575","test_NAF_2_3_0_successful_password_reset_request","tests.android","Fri Jul 25 11:57:48 CST 2025","passed","Fri Jul 25 11:58:05 CST 2025","TestAuthentication","test_2_Authentication","",""
"
    Test Case: NAF-12
    As a user, I want to log in with my email and password
    Scenario: Successful Login
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter valid email and password
    5. Click ""Log in"" button
    6. Verify successful login
    
    Expected Result: User should be successfully logged in and redirected to the main app
    ","23622","test_NAF_2_2_0_successful_login","tests.android","Fri Jul 25 11:58:08 CST 2025","passed","Fri Jul 25 11:58:32 CST 2025","TestAuthentication","test_2_Authentication","",""
"
    Test Case: NAF-55
    As a registered user I can view and update my profile settings
    Scenario: Modify Name
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Enter name
    5. Click on ""Save"" button
    ","25104","test_NAF_3_4_0_modify_name","tests.android","Fri Jul 25 12:01:03 CST 2025","passed","Fri Jul 25 12:01:28 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
    Test Case: NAF-37, NAF-39
    As a registered user I can view and update my bio
    Scenario: Update Bio
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Enter bio content
    5. Click on ""Save"" button
    6. Verify bio content is updated
    
    Expected Result: Bio content is updated
    ","20674","test_NAF_3_2_0_update_bio","tests.android","Fri Jul 25 12:00:36 CST 2025","passed","Fri Jul 25 12:00:57 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
Test that an admin user can navigate to the Video section of the CMS platform through the sidebar menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section via sidebar menu
4. Verify successful navigation to video section
","4734","test_NAF_8_1_0_Navigate_To_Video_Section","tests","Fri Jul 25 11:52:30 CST 2025","passed","Fri Jul 25 11:52:35 CST 2025","","test_8_CMS_Video_Management","",""
"
    Test Case: NAF-63
    As a registered user I can view and update my profile settings
    Scenario: Change Password, Fail with Old Password and Success with New Password
    
    Steps:
    1. Open the app, the user is logged in
    2. Log out
    3. Login with old password, should fail
    4. Login with new password, should success
    5. reset the password with default old one
    ","76738","test_NAF_3_4_0_change_password_wrong_old_password","tests.android","Fri Jul 25 12:05:24 CST 2025","broken","Fri Jul 25 12:06:41 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
    Test Case: NAF-14
    As a user, I want to log in with my email and password
    Scenario: Login Unsuccessful due to Incorrect Password
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter valid email: qingqin@topflightapps.com
    5. Enter incorrect password: Aa1234567
    6. Click ""Log in"" button
    7. Verify error message appears
    
    Expected Result: Error message ""The password you entered is incorrect"" should be displayed
    ","24567","test_NAF_2_2_0_login_with_wrong_password","tests.android","Fri Jul 25 11:57:20 CST 2025","passed","Fri Jul 25 11:57:44 CST 2025","TestAuthentication","test_2_Authentication","",""
"
    Test Case: NAF-60
    As a registered user I can view and update my profile settings
    Scenario: Modify Mobile
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Enter mobile number
    5. Click on ""Save"" button   
    ","27285","test_NAF_3_4_0_modify_mobile","tests.android","Fri Jul 25 12:01:34 CST 2025","passed","Fri Jul 25 12:02:01 CST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
Test that a user with admin role can access the profile page and edit profile information.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Click the profile button
7. Verify that the user is on the profile page
8. Click the edit profile button
9. Enter the new profile information
10. Click the save button
11. Verify that the profile information is updated
","22504","test_NAF_7_4_0_Edit_Profile","tests","Fri Jul 25 11:51:58 CST 2025","passed","Fri Jul 25 11:52:21 CST 2025","","test_7_CMS_Authentication","",""
"
    Test Case: NAF-93, NAF-96, NAF-97
    As a user on the home page I should be able to see the list of recommended programs
    Scenario: View list of recommended programs
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Verify the list of recommended programs is displayed
    4. Click on a program card
    5. Verify program detail page is displayed
    6. Verify program card information is displayed
    7. Verify program detail page is displayed
    ","10666","test_NAF_4_3_0_view_recommended_programs","tests.android","Fri Jul 25 12:07:40 CST 2025","passed","Fri Jul 25 12:07:51 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
    Test Case: NAF-91
    As a user during onboarding, I should be able to start one of the recommended programs right from the onboarding
    Scenario: Valid program selection and start
    Steps:
    1. Open the app, assume the user is logged in
    2. Click on first recommended program
    3. Verify 'Start Program' button is displayed
    4. Click on 'Start Program' button
    5. Finish first day of the program
    ","46191","test_NAF_4_2_0_valid_program_selection_and_start","tests.android","Fri Jul 25 12:06:51 CST 2025","passed","Fri Jul 25 12:07:37 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
Test that an admin user can search program by program's title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Search for the created program by title
6. Verify search results display the correct program
","25426","test_NAF_930_Search_Program","tests","Fri Jul 25 11:54:46 CST 2025","passed","Fri Jul 25 11:55:12 CST 2025","","test_9_Programs_Management","",""
"
    Test Case: NAF-20
    As a user, I want to log out and log back in
    Scenario: Logout and Relogin
    
    Steps:
    1. Open the app
    2. Go to ""My Profile"" button
    3. Click on ""Log out"" button
    4. Verify successful logout
    5. Click on ""Log in"" button
    6. Verify successful login
    ","58699","test_NAF_2_5_0_logout_and_relogin","tests.android","Fri Jul 25 11:59:26 CST 2025","passed","Fri Jul 25 12:00:25 CST 2025","TestAuthentication","test_2_Authentication","",""
"
    Test Case: NAF-133
    As a user I should be able to make progress in the program by completing each step of it
    Scenario: Mark step as complete
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to the Programs tab
    3. Click on a program card
    4. If not enrolled, enroll first
    5. Click Day 1 video
    6. Click 'Mark as complete' button
    7. Verify 'Day 1 complete!' popup is displayed
    8. Click 'Back Home' button
    9. Verify progress is not 0%
    ","37564","test_NAF_4_10_0_mark_step_as_complete","tests.android","Fri Jul 25 12:10:04 CST 2025","passed","Fri Jul 25 12:10:42 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
Test Case 201: Verify the ""Mark as read"" button functionality.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark the first notification as read
5. Verify notification status changes
","6090","test_CMS_201_Mark_First_Notification_As_Read","tests","Fri Jul 25 11:56:05 CST 2025","passed","Fri Jul 25 11:56:11 CST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-433
    As a user, I want to be able to log out from the app
    Scenario: Logout and Relogin
    
    Steps:
    1. Open the app
    2. Go to ""My Profile"" button
    3. Click on ""Log out"" button
    4. Verify successful logout
    5. Click on ""Log in"" button
    6. Verify successful login
    
    Expected Result: User should be successfully logged in and redirected to the main app
    ","57050","test_logout_and_relogin","tests.android","Fri Jul 25 12:13:28 CST 2025","passed","Fri Jul 25 12:14:25 CST 2025","TestLogout","test_2_Authentication_logout","",""
"
    Test Case: NAF-433
    As a user, I want to be able to log out from the app
    Scenario: Logout
    
    Steps:
    1. Open the app
    2. Go to ""My Profile"" button
    3. Click on ""Log out"" button
    4. Verify successful logout
    
    Expected Result: User should be successfully logged out and redirected to the welcome page
    ","22829","test_logout_returns_to_welcome_page","tests.android","Fri Jul 25 12:14:28 CST 2025","passed","Fri Jul 25 12:14:51 CST 2025","TestLogout","test_2_Authentication_logout","",""
"
Test that a user with admin role can login to the content management platform 
using the same credentials as for the mobile app.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
","5693","test_NAF_7_2_0_Login_As_Admin","tests","Fri Jul 25 11:51:47 CST 2025","passed","Fri Jul 25 11:51:52 CST 2025","","test_7_CMS_Authentication","",""
"
Test that an admin user can select a video and update its details.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Select the uploaded video
6. Update video details
7. Verify changes are saved successfully
","20173","test_NAF_8_8_0_Update_Video_Details","tests","Fri Jul 25 11:53:06 CST 2025","passed","Fri Jul 25 11:53:27 CST 2025","","test_8_CMS_Video_Management","",""
"
    Test Case: NAF-19
    As a user, I want to stay logged in for as long as possible, so that I don't have to log in frequently
    Scenario: Stay Logged In (Quick Test - 30 seconds)
    
    Steps:
    1. Open the app, user is already logged in
    2. Close the app, wait for 30 seconds
    3. Open the app, User is still logged in and is redirected to the Home page
    ","47014","test_NAF_2_4_0_stay_logged_in_quick","tests.android","Fri Jul 25 11:58:36 CST 2025","passed","Fri Jul 25 11:59:23 CST 2025","TestAuthentication","test_2_Authentication","",""
"
Test that a user with admin role can successfully log out from the CMS.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Click the logout button
7. Verify that the user is logged out
","5919","test_NAF_7_3_0_Logout_of_AdminPanel","tests","Fri Jul 25 11:51:52 CST 2025","passed","Fri Jul 25 11:51:58 CST 2025","","test_7_CMS_Authentication","",""
"
    Test Case: NAF-271
    As a user, I want to interact with post: ""Like"" post, leave comments
    Scenario: Verify liking a post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Find the first like button
    4. Record current like count
    5. Click like button
    6. Verify like count changes as expected
    
    Expected Result: User should be able to like posts and see like count change
    ","2166","test_NAF_14_4_0_verify_liking_post","tests.android","Fri Jul 25 12:13:16 CST 2025","passed","Fri Jul 25 12:13:18 CST 2025","TestCommunityManagement","test_14_Community","",""
"
    Test Case: NAF-272
    As a user, I want to interact with post: ""Like"" post, leave comments
    Scenario: Verify adding a comment to a post
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Find a post with comments
    4. Click on comment button
    5. Add a new comment
    6. Verify comment is added successfully
    
    Expected Result: User should be able to add comments to posts
    ","10215","test_NAF_14_4_0_verify_adding_comment_to_post","tests.android","Fri Jul 25 12:12:52 CST 2025","passed","Fri Jul 25 12:13:02 CST 2025","TestCommunityManagement","test_14_Community","",""
