"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 23 19:23:18 UTC 2025","Thu Oct 23 19:23:39 UTC 2025","20544","tests","test_8_CMS_Video_Management","","","","test_NAF_8_1_0_Navigate_To_Video_Section","
Test that an admin user can navigate to the Video section of the CMS platform through the sidebar menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section via sidebar menu
4. Verify successful navigation to video section
"
"passed","Thu Oct 23 19:36:54 UTC 2025","Thu Oct 23 19:37:24 UTC 2025","30803","tests","test_11_CMS_Notifications","","","","test_CMS_11_10_0_Reply_To_Comment","
Test Case 210: Verify ability to reply to a comment from notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Reply to the selected comment
8. Verify reply functionality works correctly
"
"passed","Thu Oct 23 19:25:56 UTC 2025","Thu Oct 23 19:26:24 UTC 2025","27970","tests","test_8_CMS_Video_Management","","","","test_NAF_8_9_0_Publish_Video","
Test that an admin user can publish a video and verify it remains published after logout/login.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Publish the video
6. Logout and login again
7. Verify video is still published
"
"passed","Thu Oct 23 19:34:27 UTC 2025","Thu Oct 23 19:34:47 UTC 2025","20072","tests","test_11_CMS_Notifications","","","","test_CMS_11_3_0_Switch_Between_Tabs","
Test Case 202: Verify the switching between ""Unread"" and ""Read"" tabs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Switch to Read tab
5. Switch to Unread tab
6. Verify tab switching works correctly
"
"passed","Thu Oct 23 19:21:56 UTC 2025","Thu Oct 23 19:22:18 UTC 2025","22138","tests","test_7_CMS_Authentication","","","","test_NAF_7_3_0_Logout_of_AdminPanel","
Test that a user with admin role can successfully log out from the CMS.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Click the logout button
7. Verify that the user is logged out
"
"passed","Thu Oct 23 19:35:52 UTC 2025","Thu Oct 23 19:36:12 UTC 2025","20028","tests","test_11_CMS_Notifications","","","","test_CMS_11_7_0_Mark_Single_Notification_As_Read_Unread","
Test Case 207: Verify marking a single notification as read and unread.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark a single notification as read
5. Mark the same notification as unread
6. Verify status changes correctly
"
"passed","Thu Oct 23 19:37:55 UTC 2025","Thu Oct 23 19:38:14 UTC 2025","19782","tests","test_11_CMS_Notifications","","","","test_CMS_11_12_0_Close_Comments_View","
Test Case 212: Verify ability to close comments view.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Close the comments view using Escape key
8. Verify comments view is closed successfully
"
"passed","Thu Oct 23 19:29:11 UTC 2025","Thu Oct 23 19:29:56 UTC 2025","44632","tests","test_9_Programs_Management","","","","test_NAF_9_3_0_Search_Program","
Test that an admin user can search program by program's title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Search for the created program by title
6. Verify search results display the correct program
"
"passed","Thu Oct 23 19:34:47 UTC 2025","Thu Oct 23 19:35:07 UTC 2025","20398","tests","test_11_CMS_Notifications","","","","test_CMS_11_4_0_Verify_Unread_Notifications_Exist","
Test Case 203: Verify that there is at least one unread notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Verify notification columns are visible
7. Verify all required columns are present
"
"passed","Thu Oct 23 19:33:45 UTC 2025","Thu Oct 23 19:34:07 UTC 2025","21498","tests","test_11_CMS_Notifications","","","","test_CMS_11_1_0_Verify_Notifications_Page","
Test Case 199: Verify the notifications page loads correctly.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Verify tabs are displayed correctly
5. Verify table headers are present
6. Verify notification rows are loaded
"
"passed","Thu Oct 23 19:25:30 UTC 2025","Thu Oct 23 19:25:56 UTC 2025","26135","tests","test_8_CMS_Video_Management","","","","test_NAF_8_8_0_Update_Video_Details","
Test that an admin user can select a video and update its details.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Select the uploaded video
6. Update video details
7. Verify changes are saved successfully
"
"passed","Thu Oct 23 19:26:57 UTC 2025","Thu Oct 23 19:27:37 UTC 2025","39709","tests","test_8_CMS_Video_Management","","","","test_NAF_8_12_0_Upload_Thumbnail","
Test that an admin user can upload a video thumbnail.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Upload/Change thumbnail for the video
6. Verify thumbnail is successfully uploaded
"
"passed","Thu Oct 23 19:26:24 UTC 2025","Thu Oct 23 19:26:57 UTC 2025","33319","tests","test_8_CMS_Video_Management","","","","test_NAF_8_10_0_Delete_Video","
Test that an admin user can delete a video using the 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Delete the video using 3 dots menu
6. Verify video is successfully deleted
"
"passed","Thu Oct 23 19:34:07 UTC 2025","Thu Oct 23 19:34:27 UTC 2025","20098","tests","test_11_CMS_Notifications","","","","test_CMS_11_2_0_Mark_First_Notification_As_Read","
Test Case 201: Verify the ""Mark as read"" button functionality.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark the first notification as read
5. Verify notification status changes
"
"passed","Thu Oct 23 19:39:13 UTC 2025","Thu Oct 23 19:39:36 UTC 2025","23084","tests","test_12_CMS_Communities","","","","test_NAF_12_1_0_View_All_Communities","
Test Case 224: Verify Community Groups Visibility in CMS

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Postpartum community page
4. Verify visibility of all community groups
5. Check each community individually (Pregnant, Trying to Conceive, Postpartum)
"
"passed","Thu Oct 23 19:28:26 UTC 2025","Thu Oct 23 19:28:49 UTC 2025","22950","tests","test_9_Programs_Management","","","","test_NAF_9_1_0_Navigate_To_Programs_Section","
Test that an admin user can navigate to the program section of the app through the side menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section via side menu
4. Verify successful navigation to programs section
"
"passed","Thu Oct 23 19:30:41 UTC 2025","Thu Oct 23 19:31:27 UTC 2025","46895","tests","test_9_Programs_Management","","","","test_NAF_9_8_0_Edit_Program","
Test that an admin user can create and edit programs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Wait for page to load after program creation
6. Edit the created program
7. Verify changes are saved successfully
"
"passed","Thu Oct 23 19:31:27 UTC 2025","Thu Oct 23 19:32:12 UTC 2025","44087","tests","test_9_Programs_Management","","","","test_NAF_9_9_0_Popular_Nutrition_Tags","
Verify user can toggle Popular or Nutrition tag when creating a program

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Verify Popular or Nutrition tag is not selected by default
6. Toggle Popular or Nutrition tag
7. Verify tag is selected
8. Toggle Popular or Nutrition tag
9. Verify tag is not selected
6. Verify program is successfully deleted
"
"passed","Thu Oct 23 19:21:34 UTC 2025","Thu Oct 23 19:21:56 UTC 2025","22420","tests","test_7_CMS_Authentication","","","","test_NAF_7_2_0_Login_As_Admin","
Test that a user with admin role can login to the content management platform 
using the same credentials as for the mobile app.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
"
"passed","Thu Oct 23 19:38:43 UTC 2025","Thu Oct 23 19:39:13 UTC 2025","30344","tests","test_11_CMS_Notifications","","","","test_CMS_11_14_0_Delete_From_Comment_Thread","
Test Case 214: Verify ability to delete comment from comment/question thread.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Open the first comment thread
7. Delete comment in thread
8. Verify comment is deleted successfully
"
"passed","Thu Oct 23 19:32:12 UTC 2025","Thu Oct 23 19:32:57 UTC 2025","44939","tests","test_9_Programs_Management","","","","test_NAF_9_9_0_Popular_Nutrition_One_Tag_Selected","
Verify user can only choose one tag

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Verify Popular or Nutrition tag is not selected by default
6. Toggle Popular or Nutrition tag
7. Verify tag is selected
8. Toggle Popular or Nutrition tag
9. Verify tag is not selected
6. Verify program is successfully deleted
"
"passed","Thu Oct 23 19:24:00 UTC 2025","Thu Oct 23 19:24:21 UTC 2025","20574","tests","test_8_CMS_Video_Management","","","","test_NAF_8_2_0_Videos_Uploaded_Sorted_By_Creation_Date","
Verify videos are sorted by creation date in descending order

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Verify all video columns are sorted by creation date in descending order
"
"passed","Thu Oct 23 19:24:44 UTC 2025","Thu Oct 23 19:25:04 UTC 2025","19925","tests","test_8_CMS_Video_Management","","","","test_NAF_8_3_0_Search_Videos_Invalid_Keyword","
Test that an admin user can search videos by video title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Search for the uploaded video by invalid keyword
6. Verify search results display no videos
"
"passed","Thu Oct 23 19:37:24 UTC 2025","Thu Oct 23 19:37:55 UTC 2025","30191","tests","test_11_CMS_Notifications","","","","test_CMS_11_11_0_Reply_To_Program_Step_Thread","
Test Case 211: Verify ability to reply to program step thread from notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Reply to the program step thread
8. Verify reply functionality works correctly
"
"passed","Thu Oct 23 19:36:12 UTC 2025","Thu Oct 23 19:36:34 UTC 2025","21975","tests","test_11_CMS_Notifications","","","","test_CMS_11_8_0_Notification_Status_After_Page_Reload","
Test Case 208: Verify notification status persists after page reload.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Mark a notification as read/unread
5. Reload the page
6. Verify notification moved to correct tab
7. Verify status persists after reload
"
"passed","Thu Oct 23 19:40:36 UTC 2025","Thu Oct 23 19:41:24 UTC 2025","48284","tests","test_12_CMS_Communities","","","","test_NAF_12_4_0_delete_edit_own_and_others_post","
Test Case 238: Verify Admin/Coach Can Edit Own Post
Test Case 239: Verify Admin/Coach Can Delete Own Post
Test Case 242: Verify Admin/Coach Can Edit Own Reply
Test Case 243: Verify Admin/Coach Can Delete Own Reply

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Postpartum community page
4. Create a new post with image
5. Publish the post and verify creation
6. Edit the post with new content
7. Add a comment to the post
8. Delete the comment
9. Delete the post
"
"passed","Thu Oct 23 19:28:49 UTC 2025","Thu Oct 23 19:29:11 UTC 2025","22449","tests","test_9_Programs_Management","","","","test_NAF_9_2_0_View_Programs_List","
Test that an admin user can view all programs list.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Verify programs list is displayed
5. Verify all programs are accessible
"
"passed","Thu Oct 23 19:22:58 UTC 2025","Thu Oct 23 19:23:18 UTC 2025","20526","tests","test_7_CMS_Authentication","","","","test_NAF_7_6_0_Edit_User_Role","
Test that a user with admin role has access to the whole list of mobile users, 
where admins are identified by ""admin"" role.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Edit user role
7. Verify that the user role is updated
"
"passed","Thu Oct 23 19:39:36 UTC 2025","Thu Oct 23 19:40:36 UTC 2025","59877","tests","test_12_CMS_Communities","","","","test_NAF_12_2_0_Create_Post_In_Community","
Test Case 225: Verify Admin Post Creation with Text and Image
Test Case 226: Verify Admin Post Draft Saving
Test Case 229: Verify Published Post Information

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Community page
4. Create a post with image and publish it
5. Verify the post is created and displayed
6. Create another post and save as draft
"
