"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test that a user with admin role has access to the whole list of mobile users, 
where admins are identified by ""admin"" role.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Edit user role
7. Verify that the user role is updated
","8159","test_NAF_7_6_0_Edit_User_Role","tests","Fri Jul 25 10:24:49 CST 2025","passed","Fri Jul 25 10:24:58 CST 2025","","test_7_CMS_Authentication","",""
"
Test that an admin user can navigate to the program section of the app through the side menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section via side menu
4. Verify successful navigation to programs section
","3827","test_NAF_9_1_0_Navigate_To_Programs_Section","tests","Fri Jul 25 10:27:00 CST 2025","passed","Fri Jul 25 10:27:04 CST 2025","","test_9_Programs_Management","",""
"
Test that an admin user can delete program using the 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Delete the program using 3 dots menu
6. Verify program is successfully deleted
","24085","test_NAF_960_Delete_Program","tests","Fri Jul 25 10:27:34 CST 2025","passed","Fri Jul 25 10:27:58 CST 2025","","test_9_Programs_Management","",""
"
Test that a user with admin role can successfully log out from the CMS.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Click the logout button
7. Verify that the user is logged out
","6673","test_NAF_7_3_0_Logout_of_AdminPanel","tests","Fri Jul 25 10:24:21 CST 2025","passed","Fri Jul 25 10:24:27 CST 2025","","test_7_CMS_Authentication","",""
"
Test Case 204: Verify the ""Mark as unread"" functionality after marking as read.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Switch to Read tab
5. Mark the first read notification as unread
6. Verify notification has been marked as unread
","6804","test_CMS_204_Mark_Notification_As_Unread","tests","Fri Jul 25 10:28:54 CST 2025","failed","Fri Jul 25 10:29:01 CST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-91
    As a user during onboarding, I should be able to start one of the recommended programs right from the onboarding
    Scenario: Valid program selection and start
    Steps:
    1. Open the app, assume the user is logged in
    2. Click on first recommended program
    3. Verify 'Start Program' button is displayed
    4. Click on 'Start Program' button
    5. Finish first day of the program
    ","15593","test_NAF_4_2_0_valid_program_selection_and_start","tests.android","Fri Jul 25 10:35:53 CST 2025","broken","Fri Jul 25 10:36:09 CST 2025","TestProgramManagement","test_4_Program_Management","",""
"
Test that an admin user can upload a video thumbnail.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Upload/Change thumbnail for the video
6. Verify thumbnail is successfully uploaded
","28980","test_NAF_8_12_0_Upload_Thumbnail","tests","Fri Jul 25 10:26:31 CST 2025","passed","Fri Jul 25 10:27:00 CST 2025","","test_8_CMS_Video_Management","",""
"
Test that an admin user can create and edit programs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Wait for page to load after program creation
6. Edit the created program
7. Verify changes are saved successfully
","20794","test_NAF_980_Edit_Program","tests","Fri Jul 25 10:27:58 CST 2025","passed","Fri Jul 25 10:28:18 CST 2025","","test_9_Programs_Management","",""
"
Test that an admin user can search program by program's title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Search for the created program by title
6. Verify search results display the correct program
","26090","test_NAF_930_Search_Program","tests","Fri Jul 25 10:27:07 CST 2025","passed","Fri Jul 25 10:27:34 CST 2025","","test_9_Programs_Management","",""
"
Test that an admin user can view all programs list.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Verify programs list is displayed
5. Verify all programs are accessible
","3766","test_NAF_920_View_Programs_List","tests","Fri Jul 25 10:27:04 CST 2025","passed","Fri Jul 25 10:27:07 CST 2025","","test_9_Programs_Management","",""
"
    Test Case: NAF-265
    As a user, I want to join a community based on my selected stage during onboarding.
    Scenario: Verify community feed navigation
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""Community"" tab
    3. Verify community feed is displayed
    4. Verify community feed navigation is working
    ","0","test_NAF_14_1_0_verify_community_feed_navigation","tests.android","Fri Jul 25 10:37:27 CST 2025","broken","Fri Jul 25 10:37:27 CST 2025","TestCommunityManagement","test_14_Community","",""
"
Test that an admin user can publish a video and verify it remains published after logout/login.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Publish the video
6. Logout and login again
7. Verify video is still published
","19123","test_NAF_8_9_0_Publish_Video","tests","Fri Jul 25 10:25:48 CST 2025","passed","Fri Jul 25 10:26:07 CST 2025","","test_8_CMS_Video_Management","",""
"
Test that an admin user can search videos by video title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Search for the uploaded video by title
6. Verify search results display the correct video
","12980","test_NAF_8_3_0_Search_Videos","tests","Fri Jul 25 10:25:04 CST 2025","passed","Fri Jul 25 10:25:17 CST 2025","","test_8_CMS_Video_Management","",""
"
Test Case 203: Verify that there is at least one unread notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Verify notification columns are visible
7. Verify all required columns are present
","4462","test_CMS_203_Verify_Unread_Notifications_Exist","tests","Fri Jul 25 10:28:33 CST 2025","passed","Fri Jul 25 10:28:38 CST 2025","","test_11_CMS_Notifications","",""
"
Test that an admin user can delete a video using the 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Delete the video using 3 dots menu
6. Verify video is successfully deleted
","23677","test_NAF_8_10_0_Delete_Video","tests","Fri Jul 25 10:26:07 CST 2025","passed","Fri Jul 25 10:26:31 CST 2025","","test_8_CMS_Video_Management","",""
"
Test Case 202: Verify the switching between ""Unread"" and ""Read"" tabs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Switch to Read tab
5. Switch to Unread tab
6. Verify tab switching works correctly
","4268","test_CMS_202_Switch_Between_Tabs","tests","Fri Jul 25 10:28:29 CST 2025","passed","Fri Jul 25 10:28:33 CST 2025","","test_11_CMS_Notifications","",""
"
Test Case 199: Verify the notifications page loads correctly.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Verify tabs are displayed correctly
5. Verify table headers are present
6. Verify notification rows are loaded
","4934","test_CMS_199_Verify_Notifications_Page","tests","Fri Jul 25 10:28:18 CST 2025","passed","Fri Jul 25 10:28:23 CST 2025","","test_11_CMS_Notifications","",""
