"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Test Case 204: Verify the ""Mark as unread"" functionality after marking as read.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Switch to Read tab
5. Mark the first read notification as unread
6. Verify notification has been marked as unread
","3075","test_CMS_204_Mark_Notification_As_Unread","tests","Mon Jul 14 12:27:18 JST 2025","broken","Mon Jul 14 12:27:21 JST 2025","","test_11_CMS_Notifications","",""
"
Test Case 210: Verify ability to reply to a comment from notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Reply to the selected comment
8. Verify reply functionality works correctly
","13155","test_CMS_210_Reply_To_Comment","tests","Mon Jul 14 12:27:37 JST 2025","passed","Mon Jul 14 12:27:50 JST 2025","","test_11_CMS_Notifications","",""
"
Test Case 211: Verify ability to reply to program step thread from notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Reply to the program step thread
8. Verify reply functionality works correctly
","12955","test_CMS_211_Reply_To_Program_Step_Thread","tests","Mon Jul 14 12:27:50 JST 2025","passed","Mon Jul 14 12:28:03 JST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-14
    As a user, I want to log in with my email and password
    Scenario: Login Unsuccessful due to Incorrect Password
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter valid email: qingqin@topflightapps.com
    5. Enter incorrect password: Aa1234567
    6. Click ""Log in"" button
    7. Verify error message appears
    
    Expected Result: Error message ""The password you entered is incorrect"" should be displayed
    ","0","test_NAF_2_2_0_login_with_wrong_password","tests","Mon Jul 14 12:37:54 JST 2025","broken","Mon Jul 14 12:37:54 JST 2025","TestLogin","test_2_Authentication","",""
"
    Test Case: NAF-15
    As a user, I want to log in with my email and password
    Scenario: Login Unsuccessful due to Non-existent Email
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter non-existent email: test@example.com
    5. Enter password: testpassword
    6. Click ""Log in"" button
    7. Verify error message appears
    
    Expected Result: Error message ""There is no account associated with this email. Please sign up."" should be displayed
    ","0","test_NAF_2_2_0_login_with_wrong_email","tests","Mon Jul 14 12:37:52 JST 2025","broken","Mon Jul 14 12:37:52 JST 2025","TestLogin","test_2_Authentication","",""
"
    Test Case: NAF-37, NAF-39
    As a registered user I can view and update my bio
    Scenario: Update Bio
    
    Steps:
    1. Open the app, assume the user is logged in
    2. Go to ""My Profile"" button
    3. Click on ""Edit"" button
    4. Enter bio content
    5. Click on ""Save"" button
    6. Verify bio content is updated
    
    Expected Result: Bio content is updated
    ","0","test_NAF_3_2_0_update_bio","tests","Mon Jul 14 12:38:01 JST 2025","broken","Mon Jul 14 12:38:01 JST 2025","TestPersonInformationManagement","test_3_Account_Setup","",""
"
Test that an admin user can delete a video using the 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Delete the video using 3 dots menu
6. Verify video is successfully deleted
","18391","test_NAF_8_10_0_Delete_Video","tests","Mon Jul 14 12:19:37 JST 2025","passed","Mon Jul 14 12:19:55 JST 2025","","test_8_CMS_Video_Management","",""
"
Test Case 213: Verify ability to delete notification from 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Delete notification from 3 dots menu
7. Verify notification is deleted successfully
","7961","test_CMS_213_Delete_From_Three_Dots_Menu","tests","Mon Jul 14 12:28:06 JST 2025","passed","Mon Jul 14 12:28:14 JST 2025","","test_11_CMS_Notifications","",""
"
Test that an admin user can search program by program's title.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Search for the created program by title
6. Verify search results display the correct program
","32359","test_NAF_930_Search_Program","tests","Mon Jul 14 12:23:06 JST 2025","broken","Mon Jul 14 12:23:39 JST 2025","","test_9_Programs_Management","",""
"
Test that an admin user can publish a video and verify it remains published after logout/login.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section
4. Upload a new video with random title
5. Publish the video
6. Logout and login again
7. Verify video is still published
","18834","test_NAF_8_9_0_Publish_Video","tests","Mon Jul 14 12:19:18 JST 2025","passed","Mon Jul 14 12:19:37 JST 2025","","test_8_CMS_Video_Management","",""
"
Test that a user with admin role has access to the whole list of mobile users, 
where admins are identified by ""admin"" role.

Test Steps:
1. Launch the browser
2. Go to the login page
3. Enter the admin credentials
4. Click the login button
5. Verify that the user is logged in
6. Edit user role
7. Verify that the user role is updated
","6972","test_NAF_7_6_0_Edit_User_Role","tests","Mon Jul 14 12:18:41 JST 2025","passed","Mon Jul 14 12:18:48 JST 2025","","test_7_CMS_Authentication","",""
"","0","test_view_post_details_and_comment","tests","Mon Jul 14 12:38:21 JST 2025","broken","Mon Jul 14 12:38:21 JST 2025","TestCommunityManagement","test_14_Community","",""
"
Test that an admin can make posts in the communities and posts should be shown to end users in ""All"" and ""Admin"" tabs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Community page
4. Create a post with image and publish it
5. Verify the post is created and displayed
6. Create another post and save as draft
","37649","test_1220_Create_Post_In_Community","tests","Mon Jul 14 12:33:19 JST 2025","broken","Mon Jul 14 12:33:56 JST 2025","","test_12_CMS_Communities","",""
"
Test Case 209: Verify ability to access comment from notification.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Check for unread notifications
5. If no unread notifications, switch to Read tab
6. Click on the first notification entry
7. Verify user is redirected to Comments view
8. Verify comment view access is successful
","2305","test_CMS_209_Access_Comment_From_Notification","tests","Mon Jul 14 12:27:35 JST 2025","passed","Mon Jul 14 12:27:37 JST 2025","","test_11_CMS_Notifications","",""
"
Test Case 199: Verify the notifications page loads correctly.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Verify tabs are displayed correctly
5. Verify table headers are present
6. Verify notification rows are loaded
","2996","test_CMS_199_Verify_Notifications_Page","tests","Mon Jul 14 12:26:58 JST 2025","passed","Mon Jul 14 12:27:01 JST 2025","","test_11_CMS_Notifications","",""
"
    Test Case: NAF-12
    As a user, I want to log in with my email and password
    Scenario: Successful Login
    
    Steps:
    1. Open the app
    2. Click on ""Log in"" button
    3. Click on ""Sign in with your email"" button
    4. Enter valid email and password
    5. Click ""Log in"" button
    6. Verify successful login
    
    Expected Result: User should be successfully logged in and redirected to the main app
    ","0","test_NAF_2_2_0_login_flow","tests","Mon Jul 14 12:37:57 JST 2025","broken","Mon Jul 14 12:37:57 JST 2025","TestLogin","test_2_Authentication","",""
"
Test Case 202: Verify the switching between ""Unread"" and ""Read"" tabs.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Notifications page
4. Switch to Read tab
5. Switch to Unread tab
6. Verify tab switching works correctly
","2062","test_CMS_202_Switch_Between_Tabs","tests","Mon Jul 14 12:27:05 JST 2025","passed","Mon Jul 14 12:27:07 JST 2025","","test_11_CMS_Notifications","",""
"
Test that an admin user can navigate to the program section of the app through the side menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section via side menu
4. Verify successful navigation to programs section
","1963","test_NAF_9_1_0_Navigate_To_Programs_Section","tests","Mon Jul 14 12:21:56 JST 2025","passed","Mon Jul 14 12:21:58 JST 2025","","test_9_Programs_Management","",""
"
Test that an admin user can navigate to the Video section of the CMS platform through the sidebar menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Video section via sidebar menu
4. Verify successful navigation to video section
","1893","test_NAF_8_1_0_Navigate_To_Video_Section","tests","Mon Jul 14 12:18:48 JST 2025","passed","Mon Jul 14 12:18:50 JST 2025","","test_8_CMS_Video_Management","",""
"","0","test_community_elements_present","tests","Mon Jul 14 12:38:19 JST 2025","broken","Mon Jul 14 12:38:19 JST 2025","TestCommunityManagement","test_14_Community","",""
"
Test that an admin user can delete program using the 3 dots menu.

Test Steps:
1. Launch the browser
2. Login as admin user
3. Navigate to Programs section
4. Create a new program with random title
5. Delete the program using 3 dots menu
6. Verify program is successfully deleted
","32297","test_NAF_960_Delete_Program","tests","Mon Jul 14 12:24:45 JST 2025","broken","Mon Jul 14 12:25:17 JST 2025","","test_9_Programs_Management","",""
